request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Election_Status:token,Election_Status:id,Election_Status,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
s=AL&y=2014&f-core=1&c-t-id=164727,c-t-id,164727,"WALLACE, KURT",c-t-eid,12997391,"WALLACE, KURT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,155,HOUSE DISTRICT 042,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,I,Incumbent,107,236429.78
s=AL&y=2014&f-core=1&c-t-id=164643,c-t-id,164643,"WILLIAMS, DAN",c-t-eid,12997299,"WILLIAMS, DAN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,118,HOUSE DISTRICT 005,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,192,234843.55
s=AL&y=2014&f-core=1&c-t-id=164729,c-t-id,164729,"MOONEY, ARNOLD",c-t-eid,21455718,"MOONEY, ARNOLD",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,156,HOUSE DISTRICT 043,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,267,232968.71
s=AL&y=2014&f-core=1&c-t-id=165418,c-t-id,165418,"FIELDS JR, JAMES C",c-t-eid,22025626,"FIELDS JR, JAMES C",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9187,LIEUTENANT GOVERNOR,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,531,232604.13
s=AL&y=2014&f-core=1&c-t-id=164684,c-t-id,164684,"MCCUTCHEON, MAC",c-t-eid,6668522,"MCCUTCHEON, MAC",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,138,HOUSE DISTRICT 025,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,264,231771.39
s=AL&y=2014&f-core=1&c-t-id=164509,c-t-id,164509,"TURNER, DARRELL",c-t-eid,21270724,"TURNER, DARRELL",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,231,SENATE DISTRICT 013,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,394,231211.99
s=AL&y=2014&f-core=1&c-t-id=164662,c-t-id,164662,"ROBERTS, WILLIAM (BILL)",c-t-eid,12997330,"ROBERTS, WILLIAM (BILL)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,126,HOUSE DISTRICT 013,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,I,Incumbent,207,229034.41
s=AL&y=2014&f-core=1&c-t-id=164653,c-t-id,164653,"HENRY, ED",c-t-eid,6688213,"HENRY, ED",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,122,HOUSE DISTRICT 009,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,200,217619.98
s=AL&y=2014&f-core=1&c-t-id=164696,c-t-id,164696,"NORDGREN, BECKY",c-t-eid,12997368,"NORDGREN, BECKY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,142,HOUSE DISTRICT 029,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,222,215734.91
s=AL&y=2014&f-core=1&c-t-id=164743,c-t-id,164743,"FAULKNER, DAVID",c-t-eid,21529724,"FAULKNER, DAVID",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,159,HOUSE DISTRICT 046,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,408,213581.5
s=AL&y=2014&f-core=1&c-t-id=164667,c-t-id,164667,"SOUTH, KYLE",c-t-eid,21331868,"SOUTH, KYLE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,129,HOUSE DISTRICT 016,c-t-ftsts,Won-General,Won-General,c-t-ico,C,Challenger,238,212385.24
s=AL&y=2014&f-core=1&c-t-id=164755,c-t-id,164755,"HARPER, ALAN",c-t-eid,6471828,"HARPER, ALAN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,174,HOUSE DISTRICT 061,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,179,207086.44
s=AL&y=2014&f-core=1&c-t-id=164514,c-t-id,164514,"POOLE, PHIL",c-t-eid,21270729,"POOLE, PHIL",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,239,SENATE DISTRICT 021,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,43,205196.41
s=AL&y=2014&f-core=1&c-t-id=164523,c-t-id,164523,"SINGLETON, BOBBY",c-t-eid,6387515,"SINGLETON, BOBBY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,242,SENATE DISTRICT 024,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,92,201350
s=AL&y=2014&f-core=1&c-t-id=165281,c-t-id,165281,"SELLS, CHRIS",c-t-eid,21777641,"SELLS, CHRIS",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,203,HOUSE DISTRICT 090,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,171,199304.8
s=AL&y=2014&f-core=1&c-t-id=164516,c-t-id,164516,"SANDERS, HANK",c-t-eid,6381440,"SANDERS, HANK",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,241,SENATE DISTRICT 023,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,83,196732.76
s=AL&y=2014&f-core=1&c-t-id=164581,c-t-id,164581,"GUEDE, STEVEN",c-t-eid,21273384,"GUEDE, STEVEN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,230,SENATE DISTRICT 012,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,57,194139.76
s=AL&y=2014&f-core=1&c-t-id=165270,c-t-id,165270,"TUGGLE, MARK M",c-t-eid,12997479,"TUGGLE, MARK M",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,194,HOUSE DISTRICT 081,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,194,188418.35
s=AL&y=2014&f-core=1&c-t-id=164640,c-t-id,164640,"GREER, LYNN",c-t-eid,6583953,"GREER, LYNN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,115,HOUSE DISTRICT 002,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,156,184371.82
s=AL&y=2014&f-core=1&c-t-id=173949,c-t-id,173949,"TOOMER II, FRED (SANDY)",c-t-eid,23597671,"TOOMER II, FRED (SANDY)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,192,HOUSE DISTRICT 079,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,29,182316.15
s=AL&y=2014&f-core=1&c-t-id=164533,c-t-id,164533,"FIGURES, VIVIAN DAVIS",c-t-eid,13011051,"FIGURES, VIVIAN DAVIS",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,251,SENATE DISTRICT 033,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,95,181200
s=AL&y=2014&f-core=1&c-t-id=164669,c-t-id,164669,"MILLICAN, MIKE",c-t-eid,6381384,"MILLICAN, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,130,HOUSE DISTRICT 017,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,147,180395.24
s=AL&y=2014&f-core=1&c-t-id=165293,c-t-id,165293,"PRINGLE, CHRIS",c-t-eid,21778133,"PRINGLE, CHRIS",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,214,HOUSE DISTRICT 101,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,344,180330.99
s=AL&y=2014&f-core=1&c-t-id=164568,c-t-id,164568,"SCOFIELD, CLAY",c-t-eid,13011021,"SCOFIELD, CLAY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,227,SENATE DISTRICT 009,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,212,178368.23
s=AL&y=2014&f-core=1&c-t-id=164664,c-t-id,164664,"BAUGHN, RICHARD",c-t-eid,12997332,"BAUGHN, RICHARD",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,127,HOUSE DISTRICT 014,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,I,Incumbent,92,177435.01
s=AL&y=2014&f-core=1&c-t-id=165313,c-t-id,165313,"BRACY JR, NAPOLEON",c-t-eid,12997520,"BRACY JR, NAPOLEON",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,211,HOUSE DISTRICT 098,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,149,173250
s=AL&y=2014&f-core=1&c-t-id=164728,c-t-id,164728,"CLARK, DOUG",c-t-eid,21453220,"CLARK, DOUG",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,156,HOUSE DISTRICT 043,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,317,172416.27
s=AL&y=2014&f-core=1&c-t-id=165280,c-t-id,165280,"NEWTON, CHARLES",c-t-eid,6374363,"NEWTON, CHARLES",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,203,HOUSE DISTRICT 090,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,I,Incumbent,90,170431.61
s=AL&y=2014&f-core=1&c-t-id=173948,c-t-id,173948,"ROGERS JR, JOHN W",c-t-eid,6375091,"ROGERS JR, JOHN W",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,165,HOUSE DISTRICT 052,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,104,169103.81
s=AL&y=2014&f-core=1&c-t-id=164764,c-t-id,164764,"FRIDY, MATT",c-t-eid,21530421,"FRIDY, MATT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,186,HOUSE DISTRICT 073,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,245,168097.66
s=AL&y=2014&f-core=1&c-t-id=165252,c-t-id,165252,"MCCAMPBELL, ARTIS (A J)",c-t-eid,12997458,"MCCAMPBELL, ARTIS (A J)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,184,HOUSE DISTRICT 071,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,138,167140.48
s=AL&y=2014&f-core=1&c-t-id=165324,c-t-id,165324,"MCCARTY, CYNTHIA",c-t-eid,22025532,"MCCARTY, CYNTHIA",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9546,BOARD OF EDUCATION DISTRICT 006,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,149,167079.43
s=AL&y=2014&f-core=1&c-t-id=164741,c-t-id,164741,"FRENCH, STEVE",c-t-eid,21529722,"FRENCH, STEVE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,159,HOUSE DISTRICT 046,c-t-ftsts,Withdrew-Primary Runoff,Withdrew-Primary Runoff,c-t-ico,O,Open,161,166565
s=AL&y=2014&f-core=1&c-t-id=164583,c-t-id,164583,"SPRAYBERRY, TIM",c-t-eid,21273386,"SPRAYBERRY, TIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,231,SENATE DISTRICT 013,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,38,165746.83
s=AL&y=2014&f-core=1&c-t-id=164737,c-t-id,164737,"GARRETT, DANNY",c-t-eid,21466360,"GARRETT, DANNY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,157,HOUSE DISTRICT 044,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,166,163332.94
s=AL&y=2014&f-core=1&c-t-id=164706,c-t-id,164706,"DEAN, STEVE",c-t-eid,21357008,"DEAN, STEVE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,148,HOUSE DISTRICT 035,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,70,162947.24
s=AL&y=2014&f-core=1&c-t-id=164710,c-t-id,164710,"PRICE, RANDY",c-t-eid,21357787,"PRICE, RANDY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,151,HOUSE DISTRICT 038,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,239,161931.91
s=AL&y=2014&f-core=1&c-t-id=164708,c-t-id,164708,"FINCHER, BOB",c-t-eid,21357412,"FINCHER, BOB",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,150,HOUSE DISTRICT 037,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,179,160270.68
s=AL&y=2014&f-core=1&c-t-id=164759,c-t-id,164759,"POOLE, WILLIAM (BILL)",c-t-eid,6688350,"POOLE, WILLIAM (BILL)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,176,HOUSE DISTRICT 063,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,244,159379.17
s=AL&y=2014&f-core=1&c-t-id=164692,c-t-id,164692,"RICH, KERRY",c-t-eid,12997363,"RICH, KERRY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,139,HOUSE DISTRICT 026,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,219,155308.98
s=AL&y=2014&f-core=1&c-t-id=165427,c-t-id,165427,"DUNN, TERRY",c-t-eid,13010674,"DUNN, TERRY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9551,PUBLIC SERVICE COMMISSIONER-002,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,I,Incumbent,18,153944.6
s=AL&y=2014&f-core=1&c-t-id=164526,c-t-id,164526,"ROSS JR, QUINTON T",c-t-eid,6381425,"ROSS JR, QUINTON T",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,244,SENATE DISTRICT 026,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,81,151700
s=AL&y=2014&f-core=1&c-t-id=164614,c-t-id,164614,"CARTER, ANDY",c-t-eid,21273415,"CARTER, ANDY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,245,SENATE DISTRICT 027,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,84,146851.33
s=AL&y=2014&f-core=1&c-t-id=165322,c-t-id,165322,"SADLER, BARRY R",c-t-eid,22025530,"SADLER, BARRY R",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9549,BOARD OF EDUCATION DISTRICT 002,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,45,145119.06
s=AL&y=2014&f-core=1&c-t-id=164560,c-t-id,164560,"GREESON, TODD",c-t-eid,21273363,"GREESON, TODD",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,226,SENATE DISTRICT 008,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,51,143376.88
s=AL&y=2014&f-core=1&c-t-id=164717,c-t-id,164717,"HILL, MIKE",c-t-eid,6569724,"HILL, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,154,HOUSE DISTRICT 041,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,142,142923.52
s=AL&y=2014&f-core=1&c-t-id=164679,c-t-id,164679,"WHORTON, RITCHIE",c-t-eid,21338972,"WHORTON, RITCHIE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,135,HOUSE DISTRICT 022,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,143,140402.39
s=AL&y=2014&f-core=1&c-t-id=164665,c-t-id,164665,"WADSWORTH, TIMOTHY R",c-t-eid,7040628,"WADSWORTH, TIMOTHY R",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,127,HOUSE DISTRICT 014,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,93,140146.61
s=AL&y=2014&f-core=1&c-t-id=165237,c-t-id,165237,"SCOTT, RODERICK (ROD)",c-t-eid,7196786,"SCOTT, RODERICK (ROD)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,168,HOUSE DISTRICT 055,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,119,138599.29
s=AL&y=2014&f-core=1&c-t-id=164691,c-t-id,164691,"BEDDINGFIELD, DAVID",c-t-eid,21346476,"BEDDINGFIELD, DAVID",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,137,HOUSE DISTRICT 024,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,160,137828.41
s=AL&y=2014&f-core=1&c-t-id=182541,c-t-id,182541,"LESTER, MARK",c-t-eid,26780831,"LESTER, MARK",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,14981,US HOUSE DISTRICT AL 006,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,173,135341
s=AL&y=2014&f-core=1&c-t-id=164648,c-t-id,164648,"WHITE, HENRY A",c-t-eid,6472027,"WHITE, HENRY A",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,118,HOUSE DISTRICT 005,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,27,135028.84
s=AL&y=2014&f-core=1&c-t-id=164645,c-t-id,164645,"BURDINE, GREG",c-t-eid,12997283,"BURDINE, GREG",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,114,HOUSE DISTRICT 001,c-t-ftsts,Lost-General,Lost-General,c-t-ico,I,Incumbent,155,134427.84
s=AL&y=2014&f-core=1&c-t-id=164745,c-t-id,164745,"WHEELER, DAVID",c-t-eid,21529726,"WHEELER, DAVID",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,160,HOUSE DISTRICT 047,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,219,132848.32
s=AL&y=2014&f-core=1&c-t-id=164726,c-t-id,164726,"MARTIN, JAMES M (JIMMY)",c-t-eid,12997390,"MARTIN, JAMES M (JIMMY)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,155,HOUSE DISTRICT 042,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,51,132755
s=AL&y=2014&f-core=1&c-t-id=164465,c-t-id,164465,"MANCUSO, ANGELO",c-t-eid,7078948,"MANCUSO, ANGELO",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,222,SENATE DISTRICT 004,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,27,131986.86
s=AL&y=2014&f-core=1&c-t-id=164722,c-t-id,164722,"LINDSEY, RICHARD J",c-t-eid,6373626,"LINDSEY, RICHARD J",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,152,HOUSE DISTRICT 039,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,90,131340
s=AL&y=2014&f-core=1&c-t-id=164747,c-t-id,164747,"WEAVER, APRIL",c-t-eid,12997408,"WEAVER, APRIL",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,162,HOUSE DISTRICT 049,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,234,130932.54
s=AL&y=2014&f-core=1&c-t-id=164611,c-t-id,164611,"BREWBAKER, DICK L",c-t-eid,12997469,"BREWBAKER, DICK L",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,243,SENATE DISTRICT 025,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,57,130550
s=AL&y=2014&f-core=1&c-t-id=165295,c-t-id,165295,"WILLIAMS, JACK W",c-t-eid,21778135,"WILLIAMS, JACK W",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,215,HOUSE DISTRICT 102,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,144,128185.09
s=AL&y=2014&f-core=1&c-t-id=165294,c-t-id,165294,"HEMBREE, DON",c-t-eid,21778134,"HEMBREE, DON",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,214,HOUSE DISTRICT 101,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,70,126746.64
s=AL&y=2014&f-core=1&c-t-id=165302,c-t-id,165302,"OLIVER, DYLAN V",c-t-eid,21778142,"OLIVER, DYLAN V",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,194,HOUSE DISTRICT 081,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,9,126312.55
s=AL&y=2014&f-core=1&c-t-id=164595,c-t-id,164595,"KING, BRETT",c-t-eid,21273397,"KING, BRETT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,235,SENATE DISTRICT 017,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,233,125717.14
s=AL&y=2014&f-core=1&c-t-id=164660,c-t-id,164660,"HARBISON, COREY",c-t-eid,21319088,"HARBISON, COREY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,125,HOUSE DISTRICT 012,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,84,125117.92
s=AL&y=2014&f-core=1&c-t-id=164680,c-t-id,164680,"HANES JR, JAMES T (TOMMY)",c-t-eid,21338974,"HANES JR, JAMES T (TOMMY)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,136,HOUSE DISTRICT 023,c-t-ftsts,Won-General,Won-General,c-t-ico,C,Challenger,59,125108.51
s=AL&y=2014&f-core=1&c-t-id=164512,c-t-id,164512,"DUNN, PRISCILLA",c-t-eid,6372120,"DUNN, PRISCILLA",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,237,SENATE DISTRICT 019,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,65,123950
s=AL&y=2014&f-core=1&c-t-id=164673,c-t-id,164673,"BOMAN, DANIEL",c-t-eid,12997338,"BOMAN, DANIEL",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,129,HOUSE DISTRICT 016,c-t-ftsts,Lost-General,Lost-General,c-t-ico,I,Incumbent,58,120150
s=AL&y=2014&f-core=1&c-t-id=164656,c-t-id,164656,"LETSON, JODY",c-t-eid,21314494,"LETSON, JODY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,120,HOUSE DISTRICT 007,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,28,118130.33
s=AL&y=2014&f-core=1&c-t-id=165409,c-t-id,165409,"GRIFFITH, PARKER",c-t-eid,7232735,"GRIFFITH, PARKER",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9185,GOVERNOR,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,256,117064.47
s=AL&y=2014&f-core=1&c-t-id=164594,c-t-id,164594,"GEAR, GAYLE H",c-t-eid,21273396,"GEAR, GAYLE H",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,235,SENATE DISTRICT 017,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,20,116259.84
